state,district,name,party,q2_raised,self_fund,self_loan,spent,raised_ctd,coh,self_fund_ctd,transfer,candidate_id,committee_id,incumbant,party_ind,party_dem,party_rep
PA,01,Brian Fitzpatrick,(R-inc),524,0,0,260,2178,1652,0,89,H6PA08277,C00607416,TRUE,FALSE,FALSE,TRUE
PA,04,Madeleine Dean,(D),309,1,25,595,467,101,3,0,H8PA04116,C00670844,FALSE,FALSE,TRUE,FALSE
PA,04,Dan David,(R),128,0,130,97,174,202,0,0,H8PA15286,C00665331,FALSE,FALSE,FALSE,TRUE
PA,05,Mary Gay Scanlon,(D),491,0,0,793,748,167,0,0,H8PA07200,C00669358,FALSE,FALSE,TRUE,FALSE
PA,05,Pearl Kim,(R),128,0,0,47,150,294,0,0,H8PA05295,C00673681,FALSE,FALSE,FALSE,TRUE
PA,06,Chrissy Houlahan,(D),835,0,0,202,2467,2202,0,88,H8PA06087,C00637371,FALSE,FALSE,TRUE,FALSE
PA,06,Gregory McCauley,(R),99,0,70,38,99,135,0,0,H8PA07192,C00668400,FALSE,FALSE,FALSE,TRUE
PA,07,Susan Wild,(D),863,0,10,278,815,700,0,250,H8PA15229,C00658567,FALSE,FALSE,TRUE,FALSE
PA,07,Marty Nothstein,(R),234,0,0,287,381,178,0,0,H8PA15245,C00658583,FALSE,FALSE,FALSE,TRUE
PA,08,Matt Cartwright,(D-inc),317,0,0,89,1712,1843,0,0,H2PA17079,C00509968,TRUE,FALSE,TRUE,FALSE
PA,08,John Chrin,(R),84,85,205,573,243,842,496,0,H8PA17050,C00640839,FALSE,FALSE,FALSE,TRUE
PA,09,Denny Wolff,(D),35,7,100,133,182,190,20,0,H8PA11095,C00658328,FALSE,FALSE,TRUE,FALSE
PA,09,Dan Meuser,(R),108,4,455,933,396,125,24,0,H8PA10147,C00654723,FALSE,FALSE,FALSE,TRUE
PA,10,George Scott,(D),259,0,20,119,331,208,1,0,H8PA04090,C00640961,FALSE,FALSE,TRUE,FALSE
PA,10,Scott Perry,(R-inc),230,0,0,89,641,554,0,4,H2PA04135,C00510164,TRUE,FALSE,FALSE,TRUE
PA,11,Jessica King,(D),300,0,0,153,782,356,1,0,H8PA16078,C00648774,FALSE,FALSE,TRUE,FALSE
PA,11,Lloyd Smucker,(R-inc),439,0,0,375,1058,301,0,166,H6PA16320,C00599464,TRUE,FALSE,FALSE,TRUE
PA,16,Ron DiNicola,(D),342,0,0,206,410,343,1,0,H4PA21069,C00673350,FALSE,FALSE,TRUE,FALSE
PA,16,Mike Kelly,(R-inc),486,0,0,159,1788,1700,0,0,H0PA03271,C00474189,TRUE,FALSE,FALSE,TRUE
PA,17,Conor Lamb,(D-inc),871,0,0,460,929,2097,0,20,H8PA18181,C00657411,TRUE,FALSE,TRUE,FALSE
PA,17,Keith Rothfus,(R-inc),689,0,0,162,1847,2068,0,97,H0PA04220,C00497115,TRUE,FALSE,FALSE,TRUE
SC,01,Joe Cunningham,(D),349,0,0,250,790,319,0,0,H8SC01116,C00650507,FALSE,FALSE,TRUE,FALSE
SC,01,Katie Arrington,(R),131,0,0,432,285,62,19,0,NA,NA,FALSE,FALSE,FALSE,TRUE
SC,05,Archie Parnell,(D),103,70,0,183,552,405,70,0,H8SC05174,C00634709,FALSE,FALSE,TRUE,FALSE
SC,05,Ralph Norman,(R-inc),159,0,0,36,1663,496,0,0,H8SC05158,C00633610,TRUE,FALSE,FALSE,TRUE
SD,AL,Tim Bjorkman,(D),133,21,0,88,368,218,45,0,H8SD01097,C00650226,FALSE,FALSE,TRUE,FALSE
SD,AL,Dusty Johnson,(R),181,9,0,529,867,151,42,0,H8SD01055,C00628917,FALSE,FALSE,FALSE,TRUE
TN,02,Tim Burchett,(R),226,0,0,226,604,239,0,0,H8TN02119,C00652149,FALSE,FALSE,FALSE,TRUE
TN,02,Jimmy Matlock,(R),176,0,50,306,519,232,0,0,H8TN02127,C00652396,FALSE,FALSE,FALSE,TRUE
TN,02,Ashley Nickloes,(R),147,0,0,70,140,77,0,7,H8TN02218,C00671206,FALSE,FALSE,FALSE,TRUE
TN,02,Jason Emert,(R),25,29,170,158,84,182,29,0,H8TN02200,C00659623,FALSE,FALSE,FALSE,TRUE
TN,06,John Rose,(R),125,0,0,832,669,1560,0,0,H8TN06094,C00652743,FALSE,FALSE,FALSE,TRUE
TN,06,Judd Matheny,(R),43,0,0,34,259,24,0,0,H8TN06086,C00650671,FALSE,FALSE,FALSE,TRUE
TN,06,Bob Corlew,(R),5,0,200,611,20,669,0,0,H8TN06102,C00666966,FALSE,FALSE,FALSE,TRUE
TN,08,David Kustoff,(R-inc),265,0,0,412,1384,808,0,0,H2TN07103,C00614826,TRUE,FALSE,FALSE,TRUE
TN,08,George Flinn,(R),2,0,1500,827,2,1210,0,0,H6TN08169,C00608406,FALSE,FALSE,FALSE,TRUE
TX,02,Todd Litton,(D),288,0,0,123,826,408,8,0,H8TX02067,C00639526,FALSE,FALSE,TRUE,FALSE
TX,02,Dan Crenshaw,(R),575,0,0,554,949,100,0,22,H8TX02166,C00660795,FALSE,FALSE,FALSE,TRUE
TX,06,Jana Sanchez,(D),116,0,0,103,358,68,0,0,H8TX06183,C00631978,FALSE,FALSE,TRUE,FALSE
TX,06,Ron Wright,(R),156,0,0,140,313,25,0,0,H8TX06233,C00662171,FALSE,FALSE,FALSE,TRUE
TX,07,Lizzie Pannill Fletcher,(D),1053,0,0,648,2294,797,18,0,H8TX07140,C00640045,FALSE,FALSE,TRUE,FALSE
TX,07,John Culberson,(R-inc),477,0,0,135,1669,1263,0,138,H0TX07055,C00343236,TRUE,FALSE,FALSE,TRUE
TX,21,Joseph Kopser,(D),467,0,0,381,1367,364,7,26,H8TX21190,C00641191,FALSE,FALSE,TRUE,FALSE
TX,21,Chip Roy,(R),392,0,0,443,933,190,1,0,H8TX21307,C00662767,FALSE,FALSE,FALSE,TRUE
TX,22,Sri Preston Kulkarni,(D),226,0,8,201,396,89,0,0,H8TX22313,C00662874,FALSE,FALSE,TRUE,FALSE
TX,22,Pete Olson,(R-inc),202,0,0,145,1060,253,0,0,H8TX22107,C00437913,TRUE,FALSE,FALSE,TRUE
TX,23,Gina Ortiz Jones,(D),1224,0,0,398,1845,1151,0,310,H8TX23121,C00652297,FALSE,FALSE,TRUE,FALSE
TX,23,Will Hurd,(R-inc),678,0,0,219,2097,2019,0,231,H0TX23086,C00545467,TRUE,FALSE,FALSE,TRUE
TX,31,M.J. Hegar,(D),1169,0,0,431,1605,867,7,0,H8TX31058,C00649350,FALSE,FALSE,TRUE,FALSE
TX,31,John Carter,(R-inc),266,0,0,78,1015,538,0,0,H2TX31044,C00371203,TRUE,FALSE,FALSE,TRUE
TX,32,Colin Allred,(D),1088,0,0,365,1854,943,0,33,H8TX32098,C00637868,FALSE,FALSE,TRUE,FALSE
TX,32,Pete Sessions,(R-inc),695,0,0,328,2766,1874,0,0,H2TX03126,C00303305,TRUE,FALSE,FALSE,TRUE
TX,36,Dayna Steele,(D),205,10,0,121,499,174,11,0,H8TX36024,C00639419,FALSE,FALSE,TRUE,FALSE
TX,36,Brian Babin,(R-inc),218,0,0,68,892,943,0,0,H6TX02079,C00553859,TRUE,FALSE,FALSE,TRUE
UT,04,Ben McAdams,(D),659,0,0,243,1677,1249,0,0,H8UT04053,C00658633,FALSE,FALSE,TRUE,FALSE
UT,04,Mia Love,(R-inc),1037,0,0,702,3248,1233,0,12,H2UT04023,C00505776,TRUE,FALSE,FALSE,TRUE
VA,02,Elaine Luria,(D),944,1,0,417,1003,818,4,311,H8VA02111,C00664375,FALSE,FALSE,TRUE,FALSE
VA,02,Scott Taylor,(R-inc),735,0,0,571,2585,1007,0,134,H0VA02118,C00608703,TRUE,FALSE,FALSE,TRUE
VA,05,Leslie Cockburn,(D),582,0,0,400,1056,483,228,0,H8VA05155,C00650366,FALSE,FALSE,TRUE,FALSE
VA,05,Denver Riggleman,(R),217,0,0,10,217,208,0,0,H8VA05171,C00680488,FALSE,FALSE,FALSE,TRUE
VA,07,Abigail Spanberger,(D),624,0,0,636,1346,465,0,0,H8VA07094,C00649913,FALSE,FALSE,TRUE,FALSE
VA,07,Dave Brat,(R-inc),476,0,0,205,1274,917,1,31,H4VA07143,C00554949,TRUE,FALSE,FALSE,TRUE
VA,09,Anthony Flaccavento,(D),155,5,0,128,302,101,14,0,H8VA09066,C00657619,FALSE,FALSE,TRUE,FALSE
VA,09,Morgan Griffith,(R-inc),226,0,0,85,780,412,0,0,H0VA09055,C00477240,TRUE,FALSE,FALSE,TRUE
VA,10,Jennifer Wexton,(D),1004,0,0,869,1842,766,0,87,H8VA10106,C00638023,FALSE,FALSE,TRUE,FALSE
VA,10,Barbara Comstock,(R-inc),1013,0,0,1116,3500,1717,0,122,H4VA10089,C00554261,TRUE,FALSE,FALSE,TRUE
VA,11,Gerry Connolly,(D-inc),235,0,0,127,1617,3203,0,0,H8VA11062,C00445452,TRUE,FALSE,TRUE,FALSE
VA,11,Jeffery Dove,(R),162,0,0,149,313,40,4,0,H8VA11070,C00630384,FALSE,FALSE,FALSE,TRUE
WA,03,Carolyn Long,(D),324,2,0,176,596,312,3,0,H8WA03198,C00660472,FALSE,FALSE,TRUE,FALSE
WA,03,David McDevitt,(D),5,0,300,30,30,681,0,0,H6WA03184,C00592345,FALSE,FALSE,TRUE,FALSE
WA,03,Jaime Herrera Beutler,(R-inc),448,0,0,212,1425,1003,0,0,H0WA03187,C00472704,TRUE,FALSE,FALSE,TRUE
WA,04,Christine Brown,(D),103,0,0,89,246,97,0,0,H8WA04089,C00647008,FALSE,FALSE,TRUE,FALSE
WA,04,Dan Newhouse,(R-inc),180,0,0,149,757,267,0,0,H4WA04104,C00559393,TRUE,FALSE,FALSE,TRUE
WA,05,Lisa Brown,(D),931,0,0,713,2185,1053,0,0,H8WA05193,C00654400,FALSE,FALSE,TRUE,FALSE
WA,05,Cathy McMorris Rodgers,(R-inc),1041,0,0,876,3069,1711,0,183,H4WA05077,C00390476,TRUE,FALSE,FALSE,TRUE
WA,08,Kim Schrier,(D),463,0,0,303,1527,939,5,0,H8WA08189,C00652628,FALSE,FALSE,TRUE,FALSE
WA,08,Jason Rittereiser,(D),251,0,0,278,844,379,0,0,H8WA08163,C00650028,FALSE,FALSE,TRUE,FALSE
WA,08,Shannon Hader,(D),102,0,120,189,391,548,6,0,H8WA08239,C00660530,FALSE,FALSE,TRUE,FALSE
WA,08,Dino Rossi,(R),848,0,0,524,2898,1835,0,0,H8WA08205,C00656371,FALSE,FALSE,FALSE,TRUE
WI,01,Randy Bryce,(D),1205,0,0,1302,6029,2154,0,0,H8WI01123,C00647537,FALSE,FALSE,TRUE,FALSE
WI,01,Cathy Myers,(D),356,0,0,371,1076,153,3,0,H8WI01131,C00648907,FALSE,FALSE,TRUE,FALSE
WI,01,Bryan Steil,(R),659,0,0,40,659,619,0,0,H8WI01156,C00677286,FALSE,FALSE,FALSE,TRUE
WI,03,Ron Kind,(D-inc),365,0,0,238,1759,3113,0,0,H6WI03099,C00312017,TRUE,FALSE,TRUE,FALSE
WI,03,Steve Toft,(R),62,0,0,58,178,108,3,0,H8WI03103,C00658807,FALSE,FALSE,FALSE,TRUE
WI,06,Dan Kohl,(D),425,0,0,122,1643,1145,0,0,H8WI06098,C00647164,FALSE,FALSE,TRUE,FALSE
WI,06,Glenn Grothman,(R-inc),264,0,0,100,1230,871,0,0,H4WI06048,C00561597,TRUE,FALSE,FALSE,TRUE
WI,07,Brian Ewert,(D),62,0,30,66,125,111,10,0,H8WI07104,C00669671,FALSE,FALSE,TRUE,FALSE
WI,07,Sean Duffy,(R-inc),518,0,0,188,2729,2569,0,130,H0WI07051,C00464339,TRUE,FALSE,FALSE,TRUE
WV,02,Talley Sergent,(D),131,4,0,182,364,121,9,0,H8WV02115,C00650176,FALSE,FALSE,TRUE,FALSE
WV,02,Alex Mooney,(R-inc),273,0,0,105,1422,1408,0,0,H4WV02080,C00629949,TRUE,FALSE,FALSE,TRUE
WV,03,Richard Ojeda,(D),352,0,0,253,525,163,0,0,H8WV03048,C00639989,FALSE,FALSE,TRUE,FALSE
WV,03,Carol Miller,(R),276,0,15,405,523,189,5,0,H8WV03097,C00653220,FALSE,FALSE,FALSE,TRUE
